46066,147155,280815,1331406,1410529,11653641,
42112,133602,295543,1351523,1436344,10447299,
44514,136697,256747,1312027,1434611,10126460,
38243,119071,238876,1316038,1408064,11780205,
37656,131691,267884,1330511,1640815,13126683,
40419,130316,242747,1310092,1398245,11312098,
45060,155901,281729,1183751,1421354,11301586,
40460,121264,262276,1384261,1476532,11915263,
44884,154230,247335,1258331,1499677,11316785,
50522,130753,262186,1561951,1422916,11612077,
40645,126729,244803,1125930,1355072,10552410,
40443,141644,255519,1346385,1406432,10162844,
39678,140326,255817,1255399,1391135,11941461,
43063,135417,257370,1297504,1406773,11766301,
42457,120091,259643,1451373,1475328,12944544,
38094,148007,277944,1497787,1427679,10829856,
41961,139553,238228,1249737,1423548,10268831,
46360,126966,273908,1319786,1453365,11765869,
45750,123126,251416,1351478,1421641,11249328,
48070,121926,278688,1241961,1336518,11567842,
42949,125374,242667,1315459,1372907,12795042,
40921,131324,249628,1393681,1493411,10427461,
41335,120295,259872,1386069,1359668,10557551,
41472,119678,253287,1362660,1363233,11750815,
44651,138745,253946,1231951,1422011,14267688,
42215,123485,256363,1312792,1548728,14168594,
40151,139058,296622,1576686,1471057,12206024,
41580,139190,318211,1657815,1523372,13915294,
44425,132270,241709,1405468,1521118,11344157,
44045,151000,250659,1449997,1321230,10717932,
44188,129912,251242,1325211,1338910,11298098,
46109,146329,293589,1251917,1396611,9339772,
43196,127608,266641,1287159,1518636,13503412,
50818,169028,270190,1347838,1576105,10862745,
41112,123651,249492,1314111,1314143,9952117,
45293,113977,256293,1353811,1381604,10990282,
40009,117103,273057,1367727,1433982,11115209,
42170,161246,277038,1294830,1317135,10404096,
39382,127295,251331,1551174,1422195,12532168,
43255,114796,284471,1498077,1523263,11093348,
46658,134252,284675,1298069,1382683,12824032,
40795,144036,272517,1350698,1426769,11495350,
45716,127741,248584,1474194,1314685,11326681,
40323,142468,244679,1262904,1399965,9139291,
36159,139863,259032,1346589,1396928,11322688,
43837,148534,282150,1450523,1466674,11730760,
42277,146755,249716,1251572,1403606,12168308,
42202,138004,251798,1255984,1442549,12101250,
43798,129636,240079,1323154,1389301,11601707,
39891,133576,254079,1397960,1435613,10085869,
42377,129077,258545,1443283,1410058,10368510,
43236,131549,245533,1430673,1206040,10488092,
41874,133735,244685,1213980,1409322,9812627,
47035,129112,273446,1217937,1216530,10487614,
44363,120697,260342,1310239,1456053,10613415,
44824,108818,263354,1337633,1385764,11108302,
40981,136911,263732,1428381,1467931,10924618,
43610,122936,256819,1348700,1315171,11495703,
39241,123743,258824,1591074,1384496,10899882,
37799,127724,282691,1382606,1391379,13501387,
41474,123112,286627,1364243,1437043,11347986,
39370,132418,248885,1501477,1375576,10758357,
38258,128401,254156,1231248,1343461,11251666,
44073,116502,254972,1356256,1465682,10816827,
44641,130043,254977,1282386,1474542,12859628,
43488,119269,270609,1210037,1379590,11903524,
40576,146811,260026,1385916,1434214,11736425,
40984,134120,280292,1160396,1361651,11142968,
42269,137597,292525,1137079,1411705,11959278,
44864,136133,243871,1323020,1591409,11647726,
39317,136428,262808,1261816,1356401,10217974,
43414,131942,262243,1178218,1381846,11030474,
40835,124921,244363,1383145,1399996,12024821,
43562,118612,232387,1250562,1368931,11449870,
39837,140303,264269,1326712,1309864,11176748,
42453,112268,246376,1215829,1300799,11283039,
40637,133852,273080,1522215,1365732,12117457,
38549,130725,260715,1486991,1506934,10802491,
40634,143362,261177,1414586,1459305,11039919,
43402,131123,252870,1359108,1453627,11294496,
44564,129150,271319,1258457,1553062,11444714,
40735,139897,250383,1565605,1272141,11302059,
41223,128530,252946,1339121,1359080,10442752,
43013,115204,241192,1267925,1427427,12427439,
42660,130047,245315,1260136,1456880,11337041,
42618,143063,268352,1337029,1448183,11075219,
41359,131902,267508,1416464,1370459,10766306,
43803,138563,271111,1347104,1388186,12379903,
39016,129923,244225,1372064,1400734,11475386,
42622,134849,283237,1450547,1332479,11410297,
43709,120572,237724,1343102,1413728,11157213,
42481,126844,281591,1427862,1393034,12662001,
42077,131213,236034,1540219,1431606,12137102,
39252,124586,266725,1512665,1296192,11258924,
39300,127957,240078,1249286,1414808,10479162,
43190,146884,262015,1318500,1453652,11749414,
40038,141585,277776,1383238,1425188,12280826,
42653,120884,242348,1224303,1467568,11698132,
43266,119859,252878,1257691,1323781,10722656,
39477,121766,258373,1144661,1399383,11239583,
