52081,194606,541189,891717,377461,1498334,4430227,10384848,
54739,194617,465581,857574,431852,1523369,4681915,10882804,
56566,244071,453781,891121,386550,1682255,4852440,9938919,
63251,207636,475265,938917,383840,1570761,4660800,10481119,
55634,223390,497334,878115,398264,1718169,4406843,10259594,
81726,280560,534963,898913,433213,1658664,4555437,10459869,
63479,231598,506026,921342,398825,1584508,4574256,9267783,
52695,207271,518048,956417,367084,1492665,4574021,8583153,
53081,211806,489431,761151,347005,1464454,4220442,10340799,
60995,192805,455695,831227,377303,1541445,4569100,9348812,
56455,210090,382645,806056,366083,1498358,4211304,8675511,
56472,212477,445474,738903,370349,1533156,4036430,8593997,
54653,186509,461058,773865,330268,1564069,4094180,8530086,
51571,196647,451669,860933,342741,1469679,4374265,9557320,
49056,196800,435511,789814,358084,1441241,4244510,9516289,
62474,196513,453095,787499,404916,1545255,4527674,10333472,
67399,242542,539649,921503,446959,1990554,5073004,9810106,
59111,196545,459596,774534,382231,1553659,4173952,10076293,
49658,199646,415051,780255,359338,1509459,4130078,9484568,
52287,195726,419163,805408,348689,1493554,4183195,9910539,
56373,212246,456440,808738,351423,1494911,4945453,9216846,
55965,217136,438502,845220,370478,1602611,4635019,10100525,
50182,192842,457818,747942,358840,1663358,4344247,9739117,
57015,214473,717819,1096532,412430,1873543,5308214,9339754,
54314,216669,436779,845183,375178,1597997,4663756,9504725,
54616,209761,420693,867650,403142,1626526,4087637,9441475,
57943,215385,470796,795626,353260,1467924,4339350,8892973,
60702,205265,444623,794571,356791,1481256,4320418,8653193,
54529,200301,497313,859432,365149,1563461,4130860,9601086,
56352,198285,536784,844180,375119,1514428,4521349,9027727,
53189,205683,439274,744397,382740,1458099,4428397,8526947,
56280,195030,441728,746255,331978,1469602,4624699,8997596,
74929,202420,432719,828284,343601,1411380,4193168,9755108,
55881,203069,434666,786970,343818,1417781,4576959,9179194,
52227,195118,427922,762980,397551,1716075,4158329,10428221,
56336,214835,465916,850712,394153,1618572,4397504,9174044,
57542,194054,414382,879381,337138,1544379,4303913,9977751,
65380,186763,422440,744597,346279,1614331,4406123,9256333,
58007,212705,456925,782780,349496,1600804,4365038,9440553,
69288,194898,434272,784824,347554,1486590,4330595,9717605,
59417,239852,457236,816550,405974,1515385,4652052,9153011,
54014,200891,433688,835529,393543,1443018,4244419,8653769,
60413,199417,487910,820185,340308,1478735,4409990,9041344,
53256,214795,466695,761769,372251,1472354,4605886,10114220,
58730,212156,418267,786581,390395,1424942,4284613,9025441,
58444,197349,441143,737520,357485,1505765,4232171,9894197,
54590,188870,433421,779066,367727,1521241,4384092,7991889,
58248,181153,411009,773726,327857,1500726,4538024,9640582,
50332,193519,426316,820864,409846,1751532,4088129,10198972,
64155,221815,451161,797750,350899,1668747,4656849,10574826,
55341,205700,413551,811814,356079,1537653,4214190,9630467,
54819,192265,449840,749808,354021,1501273,4047173,10610977,
54842,212405,427150,820752,373242,1564103,4305212,8760689,
58834,183388,446236,694692,360375,1460750,4643566,8885081,
52709,198589,427344,758438,360410,1511295,4333354,9095350,
53744,208779,476506,822220,354142,1412423,4405782,9681488,
54633,203499,436943,817405,329218,1459431,4415752,9889310,
51027,197572,419816,862774,357174,1489211,4106789,9266587,
58030,202669,446654,918953,370728,1554829,4633963,10071255,
52770,182185,425460,853362,343965,1446689,4162056,8734591,
63403,198071,403622,823577,381853,1454403,4357815,9472208,
60403,213215,471905,701655,363555,1497146,4367233,8951213,
62037,186172,454243,776171,394730,1539984,4512951,9078914,
59933,188178,437301,804443,349045,1401198,4190648,9264028,
