62261,215561,399510,741953,359700,1556707,4451256,9953147,
54185,211365,424137,734419,355620,1490477,3962091,9363103,
60225,200494,436632,748941,348765,1498518,4084447,10287956,
55572,208542,435342,759632,358571,1613048,4309498,9705391,
57585,195877,420321,799968,357598,1480722,4183851,8785704,
60521,199332,416760,762294,360441,1607402,4435468,9613739,
58954,199041,433358,773478,352835,1597720,4475189,9719711,
64406,228089,516457,926090,422836,1736220,5218925,10703667,
59724,222485,508606,854376,402431,1524505,4887147,10445798,
55785,236223,474978,893311,415774,1959667,5162327,9998111,
60676,211716,480858,842776,343947,1650387,4396359,9509669,
68081,223845,488197,868969,392567,1470322,4502621,11173847,
63550,201710,456800,920405,357302,1489881,4388531,9622453,
56603,198151,448306,855066,406455,1708412,4550118,10568856,
61412,194640,407029,904378,364442,1679548,4819368,9043951,
55879,188853,461144,933377,378511,1541702,4443535,9076353,
57337,186574,463497,774797,367197,1686956,4439785,9171709,
57718,188110,401318,876438,333063,1507178,4454000,9980962,
64895,222944,417906,799684,348958,1633627,4445640,9567744,
60521,188371,425195,791381,361848,1511496,3727765,9434218,
58132,217087,438347,843236,387488,1733884,4628259,10850069,
60444,183059,452571,771528,344463,1511138,4517574,9262781,
55206,203181,426802,775988,354424,1532285,4534207,9878038,
54452,201667,447244,764789,380434,1573752,4738857,9838691,
64247,189298,458136,852771,387918,1507343,4421132,10237070,
54685,220248,440745,850625,366318,1580842,4307616,9275616,
58852,226300,430650,872273,359488,1733099,5442525,10348440,
66388,225919,493781,919184,414510,1718807,4740399,9005528,
65601,206333,471589,898495,372443,1677883,4401107,9658916,
73525,236841,448031,867433,405283,1537684,4714279,10310723,
62338,208139,476071,969951,450303,2023125,5256511,9639638,
61085,230152,525569,876489,397868,1794355,5635319,9693675,
65473,254670,546980,1172493,450462,1914337,4887965,10116924,
74932,229331,446808,1056707,466273,1906797,5074237,9675860,
56793,217436,598216,914411,394746,1651801,5410741,11620635,
89789,215036,557354,972048,419968,1587398,4299130,11303618,
